,exp_date,sampleID,clutch_number,reef.abbrv,tank,dev.temp,replicate,system,chamber,rep,male,female,region,population,male_standard_length,male_mass,female_standard_length,female_mass,male_lat,male_long,female_lat,female_long,clutch_order,days_in_treatment,egg_count,date_of_hatch,hatching_time,hatching_success,intercept_b0,slope_b1,rsq,row,endrow,time,time_lag_sec,time_lag_min,endtime,oxy,endoxy,rate.input,rank,rate,oxy.unit,time.unit,volume,mass,area,S,t,P,rate.abs,rate.m.spec,rate.a.spec,output.unit,rate.output,rate.output2,Temperature,age
1,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,1,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,113.2345183,-0.009730054,0.958,45,134,1477.53,0,0,1597.77,98.734,97.569,-0.00949894,1,-0.00949894,%Air,sec,0.07051,0.0010071,NA,37,30.414,1.019,-0.148187043,-147.1423328,NA,mgO2/hr/kg,147.1423328,0.148187043,30.364,128
2,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,2,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,142.8778946,-0.023855654,0.984,341,430,1877.62,400.09,6.668166667,1997.81,97.978,95.291,-0.023454779,1,-0.023454779,%Air,sec,0.07051,0.0010071,NA,37,30.398,1.019,-0.365995181,-363.4149345,NA,mgO2/hr/kg,363.4149345,0.365995181,30.348,128
3,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,3,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,153.1577921,-0.023980615,0.975,637,726,2277.16,799.63,13.32716667,2397.41,98.244,95.847,-0.023410188,1,-0.023410188,%Air,sec,0.07051,0.0010071,NA,37,30.387,1.019,-0.365362377,-362.7865919,NA,mgO2/hr/kg,362.7865919,0.365362377,30.337,128
4,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,4,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,133.9684942,-0.01351692,0.987,933,1022,2676.61,1199.08,19.98466667,2796.64,97.776,96.094,-0.01277704,1,-0.01277704,%Air,sec,0.07051,0.0010071,NA,37,30.345,1.019,-0.199542426,-198.1356625,NA,mgO2/hr/kg,198.1356625,0.199542426,30.295,128
5,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,5,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,159.3166465,-0.019933332,0.969,1231,1320,3077.94,1600.41,26.6735,3197.78,97.707,95.427,-0.019023194,1,-0.019023194,%Air,sec,0.07051,0.0010071,NA,37,30.447,1.019,-0.296615564,-294.5244402,NA,mgO2/hr/kg,294.5244402,0.296615564,30.397,128
6,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,6,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,164.3811161,-0.019098708,0.992,1528,1617,3477.93,2000.4,33.34,3597.85,97.856,95.598,-0.018018824,1,-0.018018824,%Air,sec,0.07051,0.0010071,NA,37,30.554,1.019,-0.280484844,-278.5074414,NA,mgO2/hr/kg,278.5074414,0.280484844,30.504,128
7,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,7,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,162.2363397,-0.016554193,0.985,1825,1914,3878.16,2400.63,40.0105,3997.9,97.99,96.194,-0.015304515,1,-0.015304515,%Air,sec,0.07051,0.0010071,NA,37,30.626,1.019,-0.237965263,-236.2876206,NA,mgO2/hr/kg,236.2876206,0.237965263,30.576,128
8,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,8,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,163.7121441,-0.015268093,0.972,2121,2210,4277.1,2799.57,46.6595,4397.19,98.325,96.784,-0.013849057,1,-0.013849057,%Air,sec,0.07051,0.0010071,NA,37,30.739,1.019,-0.21495508,-213.439658,NA,mgO2/hr/kg,213.439658,0.21495508,30.689,128
9,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,13,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,218.8757207,-0.019257802,0.975,3604,3694,6277.14,4799.61,79.9935,6398.29,97.891,95.615,-0.016989856,1,-0.016989856,%Air,sec,0.07051,0.0010071,NA,37,31.275,1.019,-0.261515212,-259.6715436,NA,mgO2/hr/kg,259.6715436,0.261515212,31.225,128
10,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,14,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,222.229855,-0.018618153,0.987,3901,3990,6677.27,5199.74,86.66233333,6797.32,97.929,95.528,-0.016180652,1,-0.016180652,%Air,sec,0.07051,0.0010071,NA,37,31.467,1.019,-0.248320496,-246.5698497,NA,mgO2/hr/kg,246.5698497,0.248320496,31.417,128
11,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,15,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,241.0531058,-0.020184593,0.987,4198,4288,7077.54,5600.01,93.3335,7198.79,98.108,95.689,-0.017576988,1,-0.017576988,%Air,sec,0.07051,0.0010071,NA,37,31.496,1.019,-0.26962884,-267.7279716,NA,mgO2/hr/kg,267.7279716,0.26962884,31.446,128
12,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,16,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,340.5251079,-0.032433241,0.974,4496,4585,7478.61,6001.08,100.018,7598.37,97.807,94.149,-0.029655764,1,-0.029655764,%Air,sec,0.07051,0.0010071,NA,37,31.572,1.019,-0.454382057,-451.1786883,NA,mgO2/hr/kg,451.1786883,0.454382057,31.522,128
13,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,18,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,248.8396428,-0.018240426,0.986,5091,5180,8278.85,6801.32,113.3553333,8398.42,97.788,95.543,-0.01512342,1,-0.01512342,%Air,sec,0.07051,0.0010071,NA,37,31.894,1.019,-0.230572471,-228.9469481,NA,mgO2/hr/kg,228.9469481,0.230572471,31.844,128
14,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,19,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,264.3432567,-0.019184931,0.988,5388,5477,8677.97,7200.44,120.0073333,8797.83,97.955,95.422,-0.015898504,1,-0.015898504,%Air,sec,0.07051,0.0010071,NA,37,31.935,1.019,-0.242236724,-240.5289688,NA,mgO2/hr/kg,240.5289688,0.242236724,31.885,128
15,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,20,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,312.3247662,-0.023627374,0.99,5686,5775,9078.64,7601.11,126.6851667,9198.36,97.747,95.057,-0.020170958,1,-0.020170958,%Air,sec,0.07051,0.0010071,NA,37,32.02,1.019,-0.30693275,-304.7688909,NA,mgO2/hr/kg,304.7688909,0.30693275,31.97,128
16,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,21,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,263.8249218,-0.017516875,0.983,5983,6072,9478.07,8000.54,133.3423333,9597.8,97.707,95.486,-0.013890966,1,-0.013890966,%Air,sec,0.07051,0.0010071,NA,37,32.155,1.019,-0.210935575,-209.4484908,NA,mgO2/hr/kg,209.4484908,0.210935575,32.105,128
17,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,22,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,313.4940123,-0.021807574,0.974,6281,6370,9878.7,8401.17,140.0195,9998.33,97.779,95.377,-0.018011684,1,-0.018011684,%Air,sec,0.07051,0.0010071,NA,37,32.238,1.019,-0.273161541,-271.2357673,NA,mgO2/hr/kg,271.2357673,0.273161541,32.188,128
18,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,23,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,315.3245077,-0.021128286,0.987,6578,6667,10278.03,8800.5,146.675,10397.59,98.147,95.559,-0.017162962,1,-0.017162962,%Air,sec,0.07051,0.0010071,NA,37,32.333,1.019,-0.259911912,-258.0795468,NA,mgO2/hr/kg,258.0795468,0.259911912,32.283,128
19,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,26,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,354.289056,-0.022324696,0.988,7470,7559,11477.72,10000.19,166.6698333,11597.49,97.858,95.24,-0.017850258,1,-0.017850258,%Air,sec,0.07051,0.0010071,NA,37,32.653,1.019,-0.269003161,-267.1067039,NA,mgO2/hr/kg,267.1067039,0.269003161,32.603,128
20,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,27,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,398.1045763,-0.025234796,0.974,7768,7857,11878.53,10401,173.35,11998.4,98.169,95.007,-0.020590259,1,-0.020590259,%Air,sec,0.07051,0.0010071,NA,37,32.821,1.019,-0.30950271,-307.3207332,NA,mgO2/hr/kg,307.3207332,0.30950271,32.771,128
21,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,28,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,322.3669697,-0.018271413,0.979,8065,8154,12278.2,10800.67,180.0111667,12398.13,97.977,95.839,-0.01345727,1,-0.01345727,%Air,sec,0.07051,0.0010071,NA,37,32.933,1.019,-0.201939232,-200.5155715,NA,mgO2/hr/kg,200.5155715,0.201939232,32.883,128
22,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,30,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,354.3066311,-0.019565853,0.982,8660,8749,13078.51,11600.98,193.3496667,13198.26,98.264,96.056,-0.014412149,1,-0.014412149,%Air,sec,0.07051,0.0010071,NA,37,33.147,1.019,-0.215567547,-214.0478071,NA,mgO2/hr/kg,214.0478071,0.215567547,33.097,128
23,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,31,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,360.9191007,-0.019509045,0.969,8957,9046,13477.66,12000.13,200.0021667,13597.57,98.155,95.247,-0.014185934,1,-0.014185934,%Air,sec,0.07051,0.0010071,NA,37,33.23,1.019,-0.211917601,-210.4235934,NA,mgO2/hr/kg,210.4235934,0.211917601,33.18,128
24,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,32,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,472.5651036,-0.026979192,0.988,9253,9342,13878.67,12401.14,206.6856667,13998.42,98.135,94.929,-0.021485953,1,-0.021485953,%Air,sec,0.07051,0.0010071,NA,37,33.352,1.019,-0.320378072,-318.119424,NA,mgO2/hr/kg,318.119424,0.320378072,33.302,128
25,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,33,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,447.782883,-0.024510964,0.984,9550,9639,14278.46,12800.93,213.3488333,14398.1,97.614,94.772,-0.018848103,1,-0.018848103,%Air,sec,0.07051,0.0010071,NA,37,33.471,1.019,-0.280540586,-278.5627901,NA,mgO2/hr/kg,278.5627901,0.280540586,33.421,128
26,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,34,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,491.0168794,-0.026799525,0.995,9847,9936,14677.97,13200.44,220.0073333,14797.68,97.629,94.367,-0.020967123,1,-0.020967123,%Air,sec,0.07051,0.0010071,NA,37,33.525,1.019,-0.311826657,-309.6282964,NA,mgO2/hr/kg,309.6282964,0.311826657,33.475,128
27,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,35,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,675.7920138,-0.0383648,0.984,10145,10234,15079.02,13601.49,226.6915,15198.88,97.483,92.899,-0.032362188,1,-0.032362188,%Air,sec,0.07051,0.0010071,NA,37,33.549,1.019,-0.481121941,-477.7300571,NA,mgO2/hr/kg,477.7300571,0.481121941,33.499,128
28,5/07/2023,102.LSBICHA.353.30.1,102,LSBICHA,353,30,2,ASUS,ch3,37,LSBI034,LCHA120,leading,Chauvel Reef/St. Bee's Island,85.1,28.44,90.92,36.71,-20.863,150.363,-20.927,149.663,3,91,493,27/02/2023,10,0.43659,429.6461283,-0.020877145,0.996,10739,10828,15878.69,14401.16,240.0193333,15998.67,98.122,95.655,-0.014535179,1,-0.014535179,%Air,sec,0.07051,0.0010071,NA,37,33.876,1.019,-0.21503119,-213.5152323,NA,mgO2/hr/kg,213.5152323,0.21503119,33.826,128
